Year,State,District,GDP,GDPKC
2012,Kerala,Kottayam,24253.27,24.25327
2004,Kerala,Kozhikode,10257.75,10.25775
2005,Kerala,Kozhikode,11796.17,11.79617
2006,Kerala,Kozhikode,13331.81,13.33181
2007,Kerala,Kozhikode,15170.56,15.17056
2008,Kerala,Kozhikode,17474.07,17.47407
2009,Kerala,Kozhikode,19848.8,19.8488
2010,Kerala,Kozhikode,22679.83,22.67983
2011,Kerala,Kozhikode,26392.76,26.39276
2012,Kerala,Kozhikode,30314.3,30.3143
2004,Kerala,Malappuram,9592.94,9.59294
2005,Kerala,Malappuram,10956.76,10.95676
2006,Kerala,Malappuram,12011.96,12.01196
2007,Kerala,Malappuram,13657.16,13.65716
2008,Kerala,Malappuram,16470.52,16.47052
2009,Kerala,Malappuram,18095.57,18.09557
2010,Kerala,Malappuram,20856.97,20.85697
2011,Kerala,Malappuram,24013.83,24.01383
2012,Kerala,Malappuram,27201.83,27.20183
2004,Kerala,Palakkad,9266.39,9.26639
2005,Kerala,Palakkad,10332.08,10.33208
2006,Kerala,Palakkad,11902.49,11.90249
2007,Kerala,Palakkad,13687.63,13.68763
2008,Kerala,Palakkad,15232.42,15.23242
2009,Kerala,Palakkad,18661.44,18.66144
2010,Kerala,Palakkad,20308.52,20.30852
2011,Kerala,Palakkad,24045.4,24.0454
2012,Kerala,Palakkad,26949.09,26.94909
2004,Kerala,Pathanamthitta,4630.16,4.63016
2005,Kerala,Pathanamthitta,5368.8,5.3688
2006,Kerala,Pathanamthitta,6018.9,6.0189
2007,Kerala,Pathanamthitta,6923.75,6.92375
2008,Kerala,Pathanamthitta,7876.27,7.87627
2009,Kerala,Pathanamthitta,9305.7,9.3057
2010,Kerala,Pathanamthitta,10881.64,10.88164
2011,Kerala,Pathanamthitta,12746.53,12.74653
2012,Kerala,Pathanamthitta,14273.7,14.2737
2004,Kerala,Thiruvananthapuram,12845.27,12.84527
2005,Kerala,Thiruvananthapuram,14731.06,14.73106
2006,Kerala,Thiruvananthapuram,16584.41,16.58441
2007,Kerala,Thiruvananthapuram,19082.6,19.0826
2008,Kerala,Thiruvananthapuram,21849.41,21.84941
2009,Kerala,Thiruvananthapuram,24760.99,24.76099
2010,Kerala,Thiruvananthapuram,28176.55,28.17655
2011,Kerala,Thiruvananthapuram,33533.91,33.53391
2012,Kerala,Thiruvananthapuram,38036.35,38.03635
2004,Kerala,Thrissur,11391.85,11.39185
2005,Kerala,Thrissur,13073.48,13.07348
2006,Kerala,Thrissur,14787.7,14.7877
2007,Kerala,Thrissur,16866.68,16.86668
2008,Kerala,Thrissur,19286.76,19.28676
2009,Kerala,Thrissur,22454.01,22.45401
2010,Kerala,Thrissur,25004.8,25.0048
2011,Kerala,Thrissur,29342.2,29.3422
2012,Kerala,Thrissur,33575.84,33.57584
2004,Kerala,Wayanad,2806.21,2.80621
2005,Kerala,Wayanad,3105.92,3.10592
2006,Kerala,Wayanad,3200.65,3.20065
2007,Kerala,Wayanad,3381.31,3.38131
2008,Kerala,Wayanad,3763.63,3.76363
2009,Kerala,Wayanad,4491.69,4.49169
2010,Kerala,Wayanad,5373.79,5.37379
2011,Kerala,Wayanad,6234.9,6.2349
2012,Kerala,Wayanad,6920.95,6.92095
2005,Maharashtra,Ahmednagar,14105,14.105
2006,Maharashtra,Ahmednagar,17134,17.134
2007,Maharashtra,Ahmednagar,20284,20.284
2008,Maharashtra,Ahmednagar,23708,23.708
2009,Maharashtra,Ahmednagar,24053,24.053
2010,Maharashtra,Ahmednagar,32392,32.392
2011,Maharashtra,Ahmednagar,35430,35.43
2012,Maharashtra,Ahmednagar,38710,38.71
2005,Maharashtra,Akola,4589,4.589
2006,Maharashtra,Akola,5744,5.744
2007,Maharashtra,Akola,6878,6.878
2008,Maharashtra,Akola,8520,8.52
2009,Maharashtra,Akola,9717,9.717
2010,Maharashtra,Akola,11618,11.618
2011,Maharashtra,Akola,12693,12.693
2012,Maharashtra,Akola,15133,15.133
2005,Maharashtra,Amravati,7119,7.119
2006,Maharashtra,Amravati,8081,8.081
2007,Maharashtra,Amravati,10074,10.074
2008,Maharashtra,Amravati,12616,12.616
2009,Maharashtra,Amravati,15725,15.725
2010,Maharashtra,Amravati,18471,18.471
2011,Maharashtra,Amravati,19730,19.73
2012,Maharashtra,Amravati,23770,23.77
2005,Maharashtra,Aurangabad,11303,11.303
2006,Maharashtra,Aurangabad,13174,13.174
2007,Maharashtra,Aurangabad,15959,15.959
2008,Maharashtra,Aurangabad,22468,22.468
2009,Maharashtra,Aurangabad,26610,26.61
2010,Maharashtra,Aurangabad,31380,31.38
2011,Maharashtra,Aurangabad,33704,33.704
2012,Maharashtra,Aurangabad,36367,36.367
2005,Maharashtra,Beed,5708,5.708
2006,Maharashtra,Beed,6743,6.743
2007,Maharashtra,Beed,8175,8.175
2008,Maharashtra,Beed,9079,9.079
2009,Maharashtra,Beed,10124,10.124
2010,Maharashtra,Beed,13175,13.175
2011,Maharashtra,Beed,13939,13.939
2012,Maharashtra,Beed,14689,14.689
2005,Maharashtra,Bhandara,3784,3.784
2006,Maharashtra,Bhandara,4301,4.301
2007,Maharashtra,Bhandara,5322,5.322
2008,Maharashtra,Bhandara,6541,6.541
2009,Maharashtra,Bhandara,6392,6.392
2010,Maharashtra,Bhandara,7319,7.319
2011,Maharashtra,Bhandara,8300,8.3
2012,Maharashtra,Bhandara,9503,9.503
2005,Maharashtra,Buldhana,4851,4.851
2006,Maharashtra,Buldhana,5779,5.779
2007,Maharashtra,Buldhana,7378,7.378
2008,Maharashtra,Buldhana,9315,9.315
2009,Maharashtra,Buldhana,10093,10.093
2010,Maharashtra,Buldhana,12813,12.813
2011,Maharashtra,Buldhana,13965,13.965
2012,Maharashtra,Buldhana,15958,15.958
2005,Maharashtra,Chandrapur,8424,8.424
2006,Maharashtra,Chandrapur,8936,8.936
2007,Maharashtra,Chandrapur,10519,10.519
2008,Maharashtra,Chandrapur,12451,12.451
2009,Maharashtra,Chandrapur,14676,14.676
2010,Maharashtra,Chandrapur,17071,17.071
2011,Maharashtra,Chandrapur,19970,19.97
2012,Maharashtra,Chandrapur,23102,23.102
2005,Maharashtra,Dhule,4578,4.578
2006,Maharashtra,Dhule,5413,5.413
2007,Maharashtra,Dhule,6584,6.584
2008,Maharashtra,Dhule,7925,7.925
2009,Maharashtra,Dhule,9856,9.856
2010,Maharashtra,Dhule,12437,12.437
2011,Maharashtra,Dhule,13872,13.872
2012,Maharashtra,Dhule,15624,15.624
2005,Maharashtra,Gadchiroli,1991,1.991
2006,Maharashtra,Gadchiroli,2694,2.694
2007,Maharashtra,Gadchiroli,2773,2.773
2008,Maharashtra,Gadchiroli,3682,3.682
2009,Maharashtra,Gadchiroli,3972,3.972
2010,Maharashtra,Gadchiroli,4683,4.683
2011,Maharashtra,Gadchiroli,5989,5.989
2012,Maharashtra,Gadchiroli,6796,6.796
2005,Maharashtra,Gondia,3479,3.479
2006,Maharashtra,Gondia,4003,4.003
2007,Maharashtra,Gondia,4894,4.894
2008,Maharashtra,Gondia,6044,6.044
2009,Maharashtra,Gondia,5871,5.871
2010,Maharashtra,Gondia,6722,6.722
2011,Maharashtra,Gondia,7725,7.725
2012,Maharashtra,Gondia,8973,8.973
2005,Maharashtra,Hingoli,2266,2.266
2006,Maharashtra,Hingoli,2672,2.672
2007,Maharashtra,Hingoli,3514,3.514
2008,Maharashtra,Hingoli,3754,3.754
2009,Maharashtra,Hingoli,3987,3.987
2010,Maharashtra,Hingoli,4900,4.9
2011,Maharashtra,Hingoli,5271,5.271
2012,Maharashtra,Hingoli,6402,6.402
2005,Maharashtra,Jalgaon,12642,12.642
2006,Maharashtra,Jalgaon,14733,14.733
2007,Maharashtra,Jalgaon,17201,17.201
2008,Maharashtra,Jalgaon,22559,22.559
2009,Maharashtra,Jalgaon,26999,26.999
2010,Maharashtra,Jalgaon,31281,31.281
2011,Maharashtra,Jalgaon,32574,32.574
2012,Maharashtra,Jalgaon,35149,35.149
2005,Maharashtra,Jalna,3804,3.804
2006,Maharashtra,Jalna,4566,4.566
2007,Maharashtra,Jalna,5557,5.557
2008,Maharashtra,Jalna,7215,7.215
2009,Maharashtra,Jalna,8233,8.233
2010,Maharashtra,Jalna,10476,10.476
2011,Maharashtra,Jalna,15039,15.039
2012,Maharashtra,Jalna,11752,11.752
2005,Maharashtra,Kolhapur,16148,16.148
2006,Maharashtra,Kolhapur,18674,18.674
2007,Maharashtra,Kolhapur,21971,21.971
2008,Maharashtra,Kolhapur,25823,25.823
2009,Maharashtra,Kolhapur,29563,29.563
2010,Maharashtra,Kolhapur,36645,36.645
2011,Maharashtra,Kolhapur,40887,40.887
2012,Maharashtra,Kolhapur,45576,45.576
2005,Maharashtra,Latur,5066,5.066
2006,Maharashtra,Latur,5567,5.567
2007,Maharashtra,Latur,7390,7.39
2008,Maharashtra,Latur,8252,8.252
2009,Maharashtra,Latur,10607,10.607
2010,Maharashtra,Latur,12400,12.4
2011,Maharashtra,Latur,14625,14.625
2012,Maharashtra,Latur,17787,17.787
2005,Maharashtra,Mumbai,92919,92.919
2006,Maharashtra,Mumbai,108884,108.884
2007,Maharashtra,Mumbai,130277,130.277
2008,Maharashtra,Mumbai,176334,176.334
2009,Maharashtra,Mumbai,191555,191.555
2010,Maharashtra,Mumbai,221647,221.647
2011,Maharashtra,Mumbai,252845,252.845
2012,Maharashtra,Mumbai,290661,290.661
2005,Maharashtra,Nagpur,20423,20.423
2006,Maharashtra,Nagpur,23115,23.115
2007,Maharashtra,Nagpur,28183,28.183
2008,Maharashtra,Nagpur,36990,36.99
2009,Maharashtra,Nagpur,43791,43.791
2010,Maharashtra,Nagpur,47384,47.384
2011,Maharashtra,Nagpur,54586,54.586
2012,Maharashtra,Nagpur,62291,62.291
2005,Maharashtra,Nanded,6334,6.334
2006,Maharashtra,Nanded,7378,7.378
2007,Maharashtra,Nanded,8963,8.963
2008,Maharashtra,Nanded,11168,11.168
2009,Maharashtra,Nanded,12552,12.552
2010,Maharashtra,Nanded,16615,16.615
2011,Maharashtra,Nanded,17931,17.931
2012,Maharashtra,Nanded,21257,21.257
2005,Maharashtra,Nandurbar,3953,3.953
2006,Maharashtra,Nandurbar,4418,4.418
2007,Maharashtra,Nandurbar,5136,5.136
2008,Maharashtra,Nandurbar,4912,4.912
2009,Maharashtra,Nandurbar,5157,5.157
2010,Maharashtra,Nandurbar,6199,6.199
2011,Maharashtra,Nandurbar,8146,8.146
2012,Maharashtra,Nandurbar,8055,8.055
2005,Maharashtra,Nashik,25273,25.273
2006,Maharashtra,Nashik,28907,28.907
2007,Maharashtra,Nashik,32893,32.893
2008,Maharashtra,Nashik,40278,40.278
2009,Maharashtra,Nashik,43063,43.063
2010,Maharashtra,Nashik,48529,48.529
2011,Maharashtra,Nashik,53846,53.846
2012,Maharashtra,Nashik,64041,64.041
2005,Maharashtra,Osmanabad,3564,3.564
2006,Maharashtra,Osmanabad,4247,4.247
2007,Maharashtra,Osmanabad,5329,5.329
2008,Maharashtra,Osmanabad,5773,5.773
2009,Maharashtra,Osmanabad,6665,6.665
2010,Maharashtra,Osmanabad,9046,9.046
2011,Maharashtra,Osmanabad,10414,10.414
2012,Maharashtra,Osmanabad,10320,10.32
2005,Maharashtra,Parbhani,3805,3.805
2006,Maharashtra,Parbhani,4614,4.614
2007,Maharashtra,Parbhani,5932,5.932
2008,Maharashtra,Parbhani,7355,7.355
2009,Maharashtra,Parbhani,7842,7.842
2010,Maharashtra,Parbhani,9786,9.786
2011,Maharashtra,Parbhani,10374,10.374
2012,Maharashtra,Parbhani,12353,12.353
2005,Maharashtra,Pune,48995,48.995
2006,Maharashtra,Pune,56756,56.756
2007,Maharashtra,Pune,67952,67.952
2008,Maharashtra,Pune,88421,88.421
2009,Maharashtra,Pune,100786,100.786
2010,Maharashtra,Pune,117507,117.507
2011,Maharashtra,Pune,133432,133.432
2012,Maharashtra,Pune,149502,149.502
2005,Maharashtra,Raigad,11971,11.971
2006,Maharashtra,Raigad,13823,13.823
2007,Maharashtra,Raigad,16399,16.399
2008,Maharashtra,Raigad,21417,21.417
2009,Maharashtra,Raigad,22950,22.95
2010,Maharashtra,Raigad,29517,29.517
2011,Maharashtra,Raigad,34383,34.383
2012,Maharashtra,Raigad,38684,38.684
2005,Maharashtra,Ratnagiri,6045,6.045
2006,Maharashtra,Ratnagiri,6798,6.798
2007,Maharashtra,Ratnagiri,8292,8.292
2008,Maharashtra,Ratnagiri,9583,9.583
2009,Maharashtra,Ratnagiri,11771,11.771
2010,Maharashtra,Ratnagiri,13918,13.918
2011,Maharashtra,Ratnagiri,15807,15.807
2012,Maharashtra,Ratnagiri,16945,16.945
2005,Maharashtra,Sangli,9616,9.616
2006,Maharashtra,Sangli,11013,11.013
2007,Maharashtra,Sangli,13005,13.005
2008,Maharashtra,Sangli,15434,15.434
2009,Maharashtra,Sangli,17292,17.292
2010,Maharashtra,Sangli,22801,22.801
2011,Maharashtra,Sangli,25860,25.86
2012,Maharashtra,Sangli,28499,28.499
2005,Maharashtra,Satara,11128,11.128
2006,Maharashtra,Satara,12645,12.645
2007,Maharashtra,Satara,14845,14.845
2008,Maharashtra,Satara,17153,17.153
2009,Maharashtra,Satara,19551,19.551
2010,Maharashtra,Satara,23188,23.188
2011,Maharashtra,Satara,25790,25.79
2012,Maharashtra,Satara,28341,28.341
2005,Maharashtra,Sindhudurg,2998,2.998
2006,Maharashtra,Sindhudurg,3439,3.439
2007,Maharashtra,Sindhudurg,4252,4.252
2008,Maharashtra,Sindhudurg,5517,5.517
2009,Maharashtra,Sindhudurg,6010,6.01
2010,Maharashtra,Sindhudurg,7161,7.161
2011,Maharashtra,Sindhudurg,9537,9.537
2012,Maharashtra,Sindhudurg,10453,10.453
2005,Maharashtra,Solapur,14180,14.18
2006,Maharashtra,Solapur,16787,16.787
2007,Maharashtra,Solapur,19318,19.318
2008,Maharashtra,Solapur,21380,21.38
2009,Maharashtra,Solapur,25964,25.964
2010,Maharashtra,Solapur,30335,30.335
2011,Maharashtra,Solapur,34733,34.733
2012,Maharashtra,Solapur,37076,37.076
2005,Maharashtra,Thane,54052,54.052
2006,Maharashtra,Thane,63044,63.044
2007,Maharashtra,Thane,76164,76.164
2008,Maharashtra,Thane,98487,98.487
2009,Maharashtra,Thane,112189,112.189
2010,Maharashtra,Thane,136818,136.818
2011,Maharashtra,Thane,158611,158.611
2012,Maharashtra,Thane,179478,179.478
2005,Maharashtra,Wahim,2108,2.108
2006,Maharashtra,Wahim,2551,2.551
2007,Maharashtra,Wahim,3327,3.327
2008,Maharashtra,Wahim,3391,3.391
2009,Maharashtra,Wahim,4548,4.548
2010,Maharashtra,Wahim,6245,6.245
2011,Maharashtra,Wahim,8741,8.741
2012,Maharashtra,Wahim,9179,9.179
2005,Maharashtra,Wardha,4078,4.078
2006,Maharashtra,Wardha,4600,4.6
2007,Maharashtra,Wardha,5798,5.798
2008,Maharashtra,Wardha,7329,7.329
2009,Maharashtra,Wardha,7582,7.582
2010,Maharashtra,Wardha,9059,9.059
2011,Maharashtra,Wardha,10257,10.257
2012,Maharashtra,Wardha,11844,11.844
2005,Maharashtra,Yavatmal,6759,6.759
2006,Maharashtra,Yavatmal,7603,7.603
2007,Maharashtra,Yavatmal,9574,9.574
2008,Maharashtra,Yavatmal,12071,12.071
2009,Maharashtra,Yavatmal,12121,12.121
2010,Maharashtra,Yavatmal,15547,15.547
2011,Maharashtra,Yavatmal,16414,16.414
2012,Maharashtra,Yavatmal,19500,19.5
2004,Odisha,Angul,5690.79,5.69079
2005,Odisha,Angul,5968.06,5.96806
2006,Odisha,Angul,6982.18,6.98218
2007,Odisha,Angul,8916.88,8.91688
2008,Odisha,Angul,10473.35,10.47335
2009,Odisha,Angul,10849.07,10.84907
2010,Odisha,Angul,10982.35,10.98235
2004,Odisha,Balangir,2430.39,2.43039
2005,Odisha,Balangir,2648.19,2.64819
2006,Odisha,Balangir,3151.62,3.15162
2007,Odisha,Balangir,4068.88,4.06888
2008,Odisha,Balangir,4506.9,4.5069
2009,Odisha,Balangir,5240.43,5.24043
2010,Odisha,Balangir,6721.89,6.72189
2004,Odisha,Balasore,3251.17,3.25117
2005,Odisha,Balasore,3510.89,3.51089
2006,Odisha,Balasore,4214.05,4.21405
2007,Odisha,Balasore,5410.4,5.4104
2008,Odisha,Balasore,6141.29,6.14129
2009,Odisha,Balasore,6952.26,6.95226
2010,Odisha,Balasore,8359.93,8.35993
2004,Odisha,Bargarh,2045.07,2.04507
2005,Odisha,Bargarh,2216.28,2.21628
2006,Odisha,Bargarh,2597.66,2.59766
2007,Odisha,Bargarh,3292.48,3.29248
2008,Odisha,Bargarh,3791.29,3.79129
2009,Odisha,Bargarh,4226.73,4.22673
2010,Odisha,Bargarh,5125.59,5.12559
2004,Odisha,Bhadrak,1855.46,1.85546
2005,Odisha,Bhadrak,2017.33,2.01733
2006,Odisha,Bhadrak,2341.49,2.34149
2007,Odisha,Bhadrak,2918.65,2.91865
2008,Odisha,Bhadrak,3323.91,3.32391
2009,Odisha,Bhadrak,3852.89,3.85289
2010,Odisha,Bhadrak,4437.87,4.43787
2004,Odisha,Boudh,642.51,0.64251
2005,Odisha,Boudh,732.4,0.7324
2006,Odisha,Boudh,863.23,0.86323
2007,Odisha,Boudh,1112.53,1.11253
2008,Odisha,Boudh,1196.99,1.19699
2009,Odisha,Boudh,1370.51,1.37051
2010,Odisha,Boudh,1640.93,1.64093
2004,Odisha,Cuttack,5756.75,5.75675
2005,Odisha,Cuttack,6030.83,6.03083
2006,Odisha,Cuttack,7116.92,7.11692
2007,Odisha,Cuttack,8636.41,8.63641
2008,Odisha,Cuttack,9837.16,9.83716
2009,Odisha,Cuttack,11174.67,11.17467
2010,Odisha,Cuttack,13125.66,13.12566
2004,Odisha,Deogarh,477.6,0.4776
2005,Odisha,Deogarh,537.59,0.53759
2006,Odisha,Deogarh,628.84,0.62884
2007,Odisha,Deogarh,753.26,0.75326
2008,Odisha,Deogarh,851.03,0.85103
2009,Odisha,Deogarh,976,0.976
2010,Odisha,Deogarh,1050.65,1.05065
2004,Odisha,Dhenkanal,2005.1,2.0051
2005,Odisha,Dhenkanal,2215.98,2.21598
2006,Odisha,Dhenkanal,2620.87,2.62087
2007,Odisha,Dhenkanal,3336.44,3.33644
2008,Odisha,Dhenkanal,3649.89,3.64989
2009,Odisha,Dhenkanal,4152.2,4.1522
2010,Odisha,Dhenkanal,4860.79,4.86079
2004,Odisha,Gajapati,934.48,0.93448
2005,Odisha,Gajapati,991.04,0.99104
2006,Odisha,Gajapati,1170.04,1.17004
2007,Odisha,Gajapati,1449.63,1.44963
2008,Odisha,Gajapati,1646.87,1.64687
2009,Odisha,Gajapati,1871.34,1.87134
2010,Odisha,Gajapati,2221.4,2.2214
2004,Odisha,Ganjam,5501.09,5.50109
2005,Odisha,Ganjam,6005.36,6.00536
2006,Odisha,Ganjam,7196.21,7.19621
2007,Odisha,Ganjam,8778.97,8.77897
2008,Odisha,Ganjam,10090.72,10.09072
2009,Odisha,Ganjam,11600.29,11.60029
2010,Odisha,Ganjam,13753.48,13.75348
2004,Odisha,Jagatsinghpur,2480.82,2.48082
2005,Odisha,Jagatsinghpur,2652.35,2.65235
2006,Odisha,Jagatsinghpur,3279.59,3.27959
2007,Odisha,Jagatsinghpur,4125.28,4.12528
2008,Odisha,Jagatsinghpur,4786.27,4.78627
2009,Odisha,Jagatsinghpur,5044.83,5.04483
2010,Odisha,Jagatsinghpur,5944.29,5.94429
2004,Odisha,Jajpur,3350.18,3.35018
2005,Odisha,Jajpur,3836.33,3.83633
2006,Odisha,Jajpur,4608.59,4.60859
2007,Odisha,Jajpur,5960.66,5.96066
2008,Odisha,Jajpur,6843.45,6.84345
2009,Odisha,Jajpur,6509.11,6.50911
2010,Odisha,Jajpur,9834.03,9.83403
2004,Odisha,Jharsuguda,2189.95,2.18995
2005,Odisha,Jharsuguda,2417.45,2.41745
2006,Odisha,Jharsuguda,2758.83,2.75883
2007,Odisha,Jharsuguda,3455.32,3.45532
2008,Odisha,Jharsuguda,4226.47,4.22647
2009,Odisha,Jharsuguda,4704.17,4.70417
2010,Odisha,Jharsuguda,5116.33,5.11633
2004,Odisha,Kalahandi,2052.29,2.05229
2005,Odisha,Kalahandi,2298.48,2.29848
2006,Odisha,Kalahandi,2580.48,2.58048
2007,Odisha,Kalahandi,3413.63,3.41363
2008,Odisha,Kalahandi,3914.21,3.91421
2009,Odisha,Kalahandi,4445.42,4.44542
2010,Odisha,Kalahandi,5518.65,5.51865
2004,Odisha,Kandhamal,1755.79,1.75579
2005,Odisha,Kandhamal,1897.98,1.89798
2006,Odisha,Kandhamal,2307.5,2.3075
2007,Odisha,Kandhamal,2957.01,2.95701
2008,Odisha,Kandhamal,3342.84,3.34284
2009,Odisha,Kandhamal,4265.81,4.26581
2010,Odisha,Kandhamal,4817.42,4.81742
2004,Odisha,Kendrapara,1776.02,1.77602
2005,Odisha,Kendrapara,1921.18,1.92118
2006,Odisha,Kendrapara,2156.19,2.15619
2007,Odisha,Kendrapara,2655.18,2.65518
2008,Odisha,Kendrapara,2959.31,2.95931
2009,Odisha,Kendrapara,3362.49,3.36249
2010,Odisha,Kendrapara,4070.8,4.0708
2004,Odisha,Kendujhar,4839.35,4.83935
2005,Odisha,Kendujhar,5761.93,5.76193
2006,Odisha,Kendujhar,7048.04,7.04804
2007,Odisha,Kendujhar,10413.17,10.41317
2008,Odisha,Kendujhar,12424.69,12.42469
2009,Odisha,Kendujhar,12150.1,12.1501
2010,Odisha,Kendujhar,17455.8,17.4558
2004,Odisha,Khordha,5467.15,5.46715
2005,Odisha,Khordha,6133.01,6.13301
2006,Odisha,Khordha,7407.27,7.40727
2007,Odisha,Khordha,8766.11,8.76611
2008,Odisha,Khordha,10112.51,10.11251
2009,Odisha,Khordha,11267.46,11.26746
2010,Odisha,Khordha,13638.1,13.6381
2004,Odisha,Koraput,2489.25,2.48925
2005,Odisha,Koraput,2734.62,2.73462
2006,Odisha,Koraput,3447.15,3.44715
2007,Odisha,Koraput,4121.32,4.12132
2008,Odisha,Koraput,4618.01,4.61801
2009,Odisha,Koraput,5285.26,5.28526
2010,Odisha,Koraput,6313.78,6.31378
2004,Odisha,Malkangiri,808.6,0.8086
2005,Odisha,Malkangiri,825.25,0.82525
2006,Odisha,Malkangiri,997.3,0.9973
2007,Odisha,Malkangiri,1257.93,1.25793
2008,Odisha,Malkangiri,1311.6,1.3116
2009,Odisha,Malkangiri,1482.99,1.48299
2010,Odisha,Malkangiri,1676.05,1.67605
2004,Odisha,Mayurbhanj,3378.09,3.37809
2005,Odisha,Mayurbhanj,3632.53,3.63253
2006,Odisha,Mayurbhanj,4279.41,4.27941
2007,Odisha,Mayurbhanj,5479.57,5.47957
2008,Odisha,Mayurbhanj,6117.11,6.11711
2009,Odisha,Mayurbhanj,6753.35,6.75335
2010,Odisha,Mayurbhanj,8422.96,8.42296
2004,Odisha,Nabarangpur,1347.89,1.34789
2005,Odisha,Nabarangpur,1427.1,1.4271
2006,Odisha,Nabarangpur,1713.77,1.71377
2007,Odisha,Nabarangpur,2024.21,2.02421
2008,Odisha,Nabarangpur,2277.14,2.27714
2009,Odisha,Nabarangpur,2614.75,2.61475
2010,Odisha,Nabarangpur,3121.83,3.12183
2004,Odisha,Nayargarh,1142.44,1.14244
2005,Odisha,Nayargarh,1249.52,1.24952
2006,Odisha,Nayargarh,1469.85,1.46985
2007,Odisha,Nayargarh,1758.23,1.75823
2008,Odisha,Nayargarh,1906.72,1.90672
2009,Odisha,Nayargarh,2196.41,2.19641
2010,Odisha,Nayargarh,2611.38,2.61138
2004,Odisha,Nuapada,829.21,0.82921
2005,Odisha,Nuapada,899.03,0.89903
2006,Odisha,Nuapada,1076.21,1.07621
2007,Odisha,Nuapada,1402.46,1.40246
2008,Odisha,Nuapada,1506.59,1.50659
2009,Odisha,Nuapada,1717.31,1.71731
2010,Odisha,Nuapada,2019.27,2.01927
2004,Odisha,Puri,2403.66,2.40366
2005,Odisha,Puri,2641.39,2.64139
2006,Odisha,Puri,2791.39,2.79139
2007,Odisha,Puri,3363.65,3.36365
2008,Odisha,Puri,3761.98,3.76198
2009,Odisha,Puri,4378.36,4.37836
2010,Odisha,Puri,5416.74,5.41674
2004,Odisha,Rayagada,1547.34,1.54734
2005,Odisha,Rayagada,1722.9,1.7229
2006,Odisha,Rayagada,2119.6,2.1196
2007,Odisha,Rayagada,2689.57,2.68957
2008,Odisha,Rayagada,2984.02,2.98402
2009,Odisha,Rayagada,3359.15,3.35915
2010,Odisha,Rayagada,3793.02,3.79302
2004,Odisha,Sambalpur,2507.28,2.50728
2005,Odisha,Sambalpur,2816.31,2.81631
2006,Odisha,Sambalpur,3329.73,3.32973
2007,Odisha,Sambalpur,4162.63,4.16263
2008,Odisha,Sambalpur,4842.17,4.84217
2009,Odisha,Sambalpur,5214.2,5.2142
2010,Odisha,Sambalpur,6010.76,6.01076
2004,Odisha,Subarnapur,758.91,0.75891
2005,Odisha,Subarnapur,843.22,0.84322
2006,Odisha,Subarnapur,1009.44,1.00944
2007,Odisha,Subarnapur,1273.86,1.27386
2008,Odisha,Subarnapur,1398.44,1.39844
2009,Odisha,Subarnapur,1728.79,1.72879
2010,Odisha,Subarnapur,2001.78,2.00178
2004,Odisha,Sundargarh,6014.81,6.01481
2005,Odisha,Sundargarh,6511.94,6.51194
2006,Odisha,Sundargarh,8576.03,8.57603
2007,Odisha,Sundargarh,11320.11,11.32011
2008,Odisha,Sundargarh,13647.8,13.6478
2009,Odisha,Sundargarh,14200.07,14.20007
2010,Odisha,Sundargarh,17466.35,17.46635
2004,Punjab,Amritsar,11364.41,11.36441
2005,Punjab,Amritsar,12518.66,12.51866
2006,Punjab,Amritsar,10051.98,10.05198
2007,Punjab,Amritsar,11206.59,11.20659
2008,Punjab,Amritsar,12932.01,12.93201
2009,Punjab,Amritsar,14604.45,14.60445
2010,Punjab,Amritsar,16637.33,16.63733
2004,Punjab,Barnala,NA,NA
2005,Punjab,Barnala,NA,NA
2006,Punjab,Barnala,NA,NA
2007,Punjab,Barnala,3247.54,3.24754
2008,Punjab,Barnala,3701.16,3.70116
2009,Punjab,Barnala,4248.48,4.24848
2010,Punjab,Barnala,4930.54,4.93054
2004,Punjab,Bathinda,4271.16,4.27116
2005,Punjab,Bathinda,4854.69,4.85469
2006,Punjab,Bathinda,5686.3,5.6863
2007,Punjab,Bathinda,6879.18,6.87918
2008,Punjab,Bathinda,7917.27,7.91727
2009,Punjab,Bathinda,8727.05,8.72705
2010,Punjab,Bathinda,10136.38,10.13638
2004,Punjab,Faridkot,2161.56,2.16156
2005,Punjab,Faridkot,2458.49,2.45849
2006,Punjab,Faridkot,2861,2.861
2007,Punjab,Faridkot,3334.75,3.33475
2008,Punjab,Faridkot,4004,4.004
2009,Punjab,Faridkot,4351.72,4.35172
2010,Punjab,Faridkot,4967.76,4.96776
2004,Punjab,Fatehgarh.Sahib,2467.97,2.46797
2005,Punjab,Fatehgarh.Sahib,2766.16,2.76616
2006,Punjab,Fatehgarh.Sahib,3104.92,3.10492
2007,Punjab,Fatehgarh.Sahib,3812.18,3.81218
2008,Punjab,Fatehgarh.Sahib,4253.53,4.25353
2009,Punjab,Fatehgarh.Sahib,5354.42,5.35442
2010,Punjab,Fatehgarh.Sahib,5494.78,5.49478
2004,Punjab,Firozepur,6248.08,6.24808
2005,Punjab,Firozepur,7072.82,7.07282
2006,Punjab,Firozepur,8152.1,8.1521
2007,Punjab,Firozepur,9590,9.59
2008,Punjab,Firozepur,11352.54,11.35254
2009,Punjab,Firozepur,12451.43,12.45143
2010,Punjab,Firozepur,14398.77,14.39877
2004,Punjab,Gurdaspur,6662.55,6.66255
